Strand Name1, Strand Name2, Start Time(YYYY:MM : DD),Stop Time(YYYY:MM : DD),Duration(sec)
YH1->FX0403->XG9, XG9->FX1109->YH8,2017:02:09:01:40:55, 2017:02:09:01:42:06,71
YH1->FX1108->XG1, XG1->FX0503->YH8,2017:02:09:01:45:29, 2017:02:09:01:45:42,13
YH1->FX1009->XG9, XG9->FX0502->YH8,2017:02:09:01:45:41, 2017:02:09:01:47:43,122
YH1->FX0502->XG9, XG9->FX0502->YH8,2017:02:09:01:47:43, 2017:02:09:01:49:51,128
YH1->FX0502->XG1, XG1->FX0502->YH8,2017:02:09:01:49:03, 2017:02:09:01:50:51,108
YH1->FX0402->XG9, XG9->FX1108->YH8,2017:02:09:01:49:51, 2017:02:09:01:50:58,67
YH1->FX1107->XG1, XG1->FX0502->YH8,2017:02:09:01:53:32, 2017:02:09:01:54:30,58
YH1->FX1008->XG9, XG9->FX0501->YH8,2017:02:09:01:54:44, 2017:02:09:01:56:26,102
YH1->FX1107->XG9, XG9->FX0501->YH8,2017:02:09:01:56:26, 2017:02:09:01:58:45,139
YH1->FX0501->XG1, XG1->FX0501->YH8,2017:02:09:01:57:47, 2017:02:09:02:00:15,148
YH1->FX0401->XG9, XG9->FX1107->YH8,2017:02:09:01:59:16, 2017:02:09:01:59:47,31
YH1->FX1106->XG1, XG1->FX0501->YH8,2017:02:09:02:01:50, 2017:02:09:02:03:13,83
YH1->FX1007->XG9, XG9->FX0512->YH8,2017:02:09:02:03:51, 2017:02:09:02:05:04,73
YH1->FX1106->XG9, XG9->FX0512->YH8,2017:02:09:02:05:04, 2017:02:09:02:07:37,153
YH1->FX0512->XG1, XG1->FX0512->YH8,2017:02:09:02:06:26, 2017:02:09:02:09:33,187
YH1->FX1105->XG1, XG1->FX0512->YH8,2017:02:09:02:10:17, 2017:02:09:02:11:50,93
YH1->FX0511->XG9, XG9->FX1105->YH8,2017:02:09:02:12:49, 2017:02:09:02:16:27,218
YH1->FX0511->XG1, XG1->FX0511->YH8,2017:02:09:02:15:02, 2017:02:09:02:18:45,223
YH1->FX1105->XG9, XG9->FX1105->YH8,2017:02:09:02:16:27, 2017:02:09:02:17:14,47
YH1->FX1104->XG1, XG1->FX0511->YH8,2017:02:09:02:18:51, 2017:02:09:02:20:21,90
YH1->FX0510->XG9, XG9->FX1104->YH8,2017:02:09:02:21:39, 2017:02:09:02:25:14,215
YH1->FX0510->XG1, XG1->FX1203->YH8,2017:02:09:02:24:03, 2017:02:09:02:27:52,229
YH1->FX1104->XG9, XG9->FX1104->YH8,2017:02:09:02:25:14, 2017:02:09:02:25:50,36
YH1->FX1103->XG1, XG1->FX1203->YH8,2017:02:09:02:27:52, 2017:02:09:02:28:02,10
YH1->FX0509->XG9, XG9->FX0609->YH8,2017:02:09:02:27:55, 2017:02:09:02:28:12,17
YH1->FX0509->XG1, XG1->FX1202->YH8,2017:02:09:02:33:24, 2017:02:09:02:36:55,211
YH1->FX1103->XG9, XG9->FX1103->YH8,2017:02:09:02:34:00, 2017:02:09:02:34:20,20
YH1->FX0508->XG9, XG9->FX0608->YH8,2017:02:09:02:36:47, 2017:02:09:02:37:21,34
YH1->FX1102->XG1, XG1->FX1202->YH8,2017:02:09:02:36:55, 2017:02:09:02:37:11,16
YH1->FX0508->XG1, XG1->FX1201->YH8,2017:02:09:02:42:55, 2017:02:09:02:45:53,178
YH1->FX1102->XG9, XG9->FX0607->YH8,2017:02:09:02:43:11, 2017:02:09:02:45:07,116
YH1->FX0507->XG9, XG9->FX0607->YH8,2017:02:09:02:45:42, 2017:02:09:02:46:28,46
YH1->FX1101->XG1, XG1->FX1201->YH8,2017:02:09:02:45:53, 2017:02:09:02:46:16,23
YH1->FX1101->XG9, XG9->FX0606->YH8,2017:02:09:02:51:55, 2017:02:09:02:54:06,131
YH1->FX0507->XG1, XG1->FX1212->YH8,2017:02:09:02:52:43, 2017:02:09:02:54:48,125
YH1->FX0506->XG9, XG9->FX0606->YH8,2017:02:09:02:54:40, 2017:02:09:02:55:34,54
YH1->FX1112->XG9, XG9->FX0605->YH8,2017:02:09:03:00:42, 2017:02:09:03:03:02,140
YH1->FX0505->XG9, XG9->FX0605->YH8,2017:02:09:03:03:40, 2017:02:09:03:04:37,57
YH1->FX1111->XG9, XG9->FX0604->YH8,2017:02:09:03:09:33, 2017:02:09:03:11:56,143
YH1->FX0504->XG9, XG9->FX0604->YH8,2017:02:09:03:12:44, 2017:02:09:03:13:39,55
YH1->FX1110->XG9, XG9->FX0603->YH8,2017:02:09:03:18:27, 2017:02:09:03:20:47,140
YH1->FX0603->XG1, XG1->FX1209->YH8,2017:02:09:03:20:18, 2017:02:09:03:22:06,108
YH1->FX0603->XG9, XG9->FX0603->YH8,2017:02:09:03:20:47, 2017:02:09:03:22:11,84
YH1->FX0503->XG9, XG9->FX0603->YH8,2017:02:09:03:22:11, 2017:02:09:03:22:39,28
YH1->FX1109->XG9, XG9->FX0602->YH8,2017:02:09:03:27:23, 2017:02:09:03:29:36,133
YH1->FX1208->XG1, XG1->FX1208->YH8,2017:02:09:03:28:52, 2017:02:09:03:30:00,68
YH1->FX0602->XG9, XG9->FX0602->YH8,2017:02:09:03:29:36, 2017:02:09:03:31:36,120
YH1->FX0602->XG1, XG1->FX1208->YH8,2017:02:09:03:30:00, 2017:02:09:03:30:56,56
YH1->FX0502->XG9, XG9->FX1208->YH8,2017:02:09:03:31:36, 2017:02:09:03:32:46,70
YH1->FX1207->XG1, XG1->FX0602->YH8,2017:02:09:03:36:05, 2017:02:09:03:36:24,19
YH1->FX1108->XG9, XG9->FX0601->YH8,2017:02:09:03:36:23, 2017:02:09:03:38:22,119
YH1->FX0601->XG9, XG9->FX0601->YH8,2017:02:09:03:38:22, 2017:02:09:03:40:32,130
YH1->FX0601->XG1, XG1->FX0601->YH8,2017:02:09:03:39:43, 2017:02:09:03:41:34,111
YH1->FX0501->XG9, XG9->FX1207->YH8,2017:02:09:03:40:32, 2017:02:09:03:41:38,66
YH1->FX1206->XG1, XG1->FX0601->YH8,2017:02:09:03:44:09, 2017:02:09:03:45:11,62
YH1->FX1107->XG9, XG9->FX0612->YH8,2017:02:09:03:45:26, 2017:02:09:03:47:05,99
YH1->FX1206->XG9, XG9->FX0612->YH8,2017:02:09:03:47:05, 2017:02:09:03:49:26,141
YH1->FX0612->XG1, XG1->FX0612->YH8,2017:02:09:03:48:26, 2017:02:09:03:50:58,152
YH1->FX0512->XG9, XG9->FX1206->YH8,2017:02:09:03:49:57, 2017:02:09:03:50:27,30
YH1->FX1205->XG1, XG1->FX0612->YH8,2017:02:09:03:52:28, 2017:02:09:03:53:53,85
YH1->FX1106->XG9, XG9->FX0611->YH8,2017:02:09:03:54:33, 2017:02:09:03:55:43,70
YH1->FX1205->XG9, XG9->FX0611->YH8,2017:02:09:03:55:43, 2017:02:09:03:58:18,155
YH1->FX0611->XG1, XG1->FX0611->YH8,2017:02:09:03:57:06, 2017:02:09:04:00:00,174
